Workload,FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
File,ext3,4096,2048,4,noatime,none,none,cfq,sata,383.0
File,ext3,2048,none,4,none,journal,none,deadline,sata,383.0
File,ext3,1024,128,4,noatime,ordered,none,noop,sata,383.11
File,ext3,4096,256,4,noatime,ordered,none,deadline,sata,383.33
File,ext3,2048,1024,8,none,ordered,none,deadline,sata,383.33
File,ext3,2048,1024,2,noatime,ordered,none,noop,sata,383.33
File,ext3,4096,512,none,noatime,journal,none,cfq,sata,383.67
File,ext3,4096,512,4,none,ordered,none,deadline,sata,383.67
File,ext3,2048,256,16,none,journal,none,noop,sata,383.67
File,ext3,2048,128,none,none,journal,none,cfq,sata,383.67
File,ext3,4096,128,2,none,ordered,none,noop,sata,383.67
File,ext3,4096,1024,32,none,journal,none,cfq,sata,384.0
File,ext3,2048,none,2,noatime,none,none,deadline,sata,384.0
File,ext3,2048,none,none,noatime,journal,none,noop,sata,384.0
File,ext2,1024,128,2,noatime,none,none,noop,sata,384.25
File,ext3,4096,256,2,noatime,none,none,cfq,sata,384.33
File,ext3,2048,none,2,noatime,ordered,none,cfq,sata,384.33
File,ext3,4096,128,none,none,journal,none,cfq,sata,384.67
File,ext3,2048,256,16,noatime,journal,none,noop,sata,384.67
File,ext3,4096,512,32,noatime,journal,none,noop,sata,384.67
File,ext3,4096,512,2,none,ordered,none,cfq,sata,384.67
File,ext3,1024,1024,8,noatime,ordered,none,deadline,sata,385.0
File,ext3,2048,1024,none,none,none,none,deadline,sata,385.0
File,ext3,2048,256,2,noatime,ordered,none,deadline,sata,385.33
File,ext3,4096,512,2,noatime,none,none,cfq,sata,385.33
File,ext3,2048,128,none,noatime,journal,none,deadline,sata,385.33
File,ext3,2048,128,2,none,none,none,deadline,sata,385.33
File,ext3,1024,1024,4,none,journal,none,noop,500sas,385.33
File,ext3,2048,none,2,none,ordered,none,cfq,sata,385.33
File,ext3,2048,512,16,noatime,journal,none,noop,sata,385.67
File,ext3,4096,128,none,none,journal,none,deadline,sata,385.67
File,ext3,4096,256,none,none,journal,none,deadline,sata,385.67
File,ext3,1024,none,4,none,none,none,cfq,sata,385.75
File,ext3,1024,128,8,noatime,journal,none,noop,sata,386.0
File,ext3,4096,256,4,none,ordered,none,cfq,sata,386.33
File,ext3,4096,256,2,noatime,ordered,none,cfq,sata,386.33
File,ext3,4096,2048,8,none,ordered,none,deadline,sata,386.38
File,ext3,1024,128,none,none,journal,none,deadline,sata,386.5
File,ext3,1024,128,2,none,journal,none,noop,500sas,386.5
File,ext3,4096,1024,2,noatime,none,none,cfq,sata,387.0
File,ext3,1024,none,8,noatime,journal,none,cfq,sata,387.0
File,ext3,4096,512,4,none,none,none,deadline,sata,387.33
File,ext3,4096,128,32,none,journal,none,cfq,sata,387.33
File,ext3,4096,512,2,noatime,none,none,deadline,sata,387.33
File,ext3,1024,512,none,none,ordered,none,deadline,sata,387.67
File,ext3,4096,128,2,noatime,none,none,deadline,sata,387.67
File,ext3,1024,none,2,none,journal,none,noop,500sas,387.75
File,ext3,1024,256,4,noatime,ordered,none,noop,sata,387.88
File,ext3,4096,512,2,none,none,none,cfq,sata,388.0
File,ext3,1024,128,2,none,journal,none,deadline,500sas,388.0
File,ext3,1024,128,none,noatime,journal,none,deadline,sata,388.0
File,ext3,2048,256,none,noatime,journal,none,deadline,sata,388.0
File,ext3,2048,2048,2,noatime,journal,none,cfq,500sas,388.0
File,ext3,4096,128,16,none,journal,none,cfq,sata,388.0
File,ext3,1024,128,8,none,ordered,none,noop,sata,388.33
File,ext2,1024,none,2,none,none,none,deadline,sata,388.62
File,ext3,2048,256,2,noatime,none,none,deadline,sata,388.62
File,ext3,4096,1024,4,noatime,ordered,none,cfq,sata,388.67
File,ext3,1024,256,2,none,journal,none,cfq,500sas,388.67
File,ext3,1024,512,4,none,none,none,deadline,sata,389.0
File,ext3,1024,1024,2,noatime,ordered,none,deadline,500sas,389.33
File,ext3,1024,1024,2,none,none,none,noop,500sas,389.33
File,ext3,2048,1024,8,none,ordered,none,noop,sata,389.67
File,ext3,1024,128,8,none,none,none,noop,sata,390.0
File,ext3,4096,256,none,noatime,journal,none,deadline,sata,390.0
File,ext3,1024,128,2,noatime,journal,none,cfq,500sas,390.0
File,ext3,4096,1024,8,none,none,none,noop,sata,390.0
File,ext3,1024,1024,8,noatime,ordered,none,noop,sata,390.33
File,ext3,4096,128,32,noatime,journal,none,noop,sata,390.33
File,ext3,2048,256,2,noatime,none,none,noop,sata,390.67
File,ext3,1024,128,8,none,journal,none,deadline,sata,390.67
File,ext3,4096,none,32,noatime,journal,none,noop,sata,390.67
File,ext3,2048,1024,4,none,none,none,deadline,sata,390.67
File,ext3,1024,512,2,none,none,none,deadline,500sas,391.0
File,ext3,2048,128,16,noatime,journal,none,noop,sata,391.0
File,ext2,1024,256,2,none,none,none,deadline,sata,391.12
File,ext3,4096,none,4,none,none,none,noop,sata,391.33
File,ext3,2048,1024,8,noatime,ordered,none,deadline,sata,391.33
File,ext3,4096,256,2,noatime,ordered,none,deadline,sata,391.33
File,ext3,2048,1024,none,noatime,ordered,none,deadline,sata,391.33
File,ext3,2048,512,2,noatime,ordered,none,noop,sata,391.33
File,ext3,1024,128,8,none,journal,none,noop,sata,391.33
File,ext3,1024,1024,none,noatime,ordered,none,deadline,sata,391.33
File,ext3,4096,1024,4,none,none,none,cfq,sata,391.67
File,ext3,1024,512,none,noatime,ordered,none,noop,sata,392.0
File,ext3,4096,1024,8,none,ordered,none,deadline,sata,392.0
File,ext3,2048,512,2,noatime,none,none,cfq,sata,392.0
File,ext3,4096,none,2,noatime,none,none,noop,sata,392.0
File,ext3,2048,256,2,noatime,ordered,none,cfq,sata,392.33
File,ext3,4096,none,32,noatime,journal,none,cfq,sata,392.33
File,ext3,4096,2048,4,noatime,ordered,none,cfq,sata,392.33
File,ext3,4096,128,4,none,none,none,deadline,sata,392.67
File,ext3,1024,128,none,noatime,none,none,noop,sata,392.89
File,ext3,1024,512,8,noatime,none,none,deadline,sata,393.33
File,ext3,1024,512,8,none,none,none,noop,sata,393.33
File,ext3,2048,1024,4,noatime,journal,none,noop,500sas,393.33
File,ext3,2048,512,2,noatime,none,none,deadline,sata,393.33
File,ext3,2048,128,none,none,journal,none,noop,sata,393.33
File,ext3,1024,128,2,none,writeback,none,deadline,sata,393.56
File,ext3,1024,1024,8,noatime,none,none,deadline,sata,393.67
File,ext3,2048,128,16,none,journal,none,noop,sata,393.67
File,ext2,2048,1024,2,none,none,none,noop,sata,393.67
File,ext3,2048,1024,none,none,ordered,none,noop,sata,394.0
File,ext3,1024,512,8,noatime,none,none,noop,sata,394.33
File,ext3,2048,1024,4,noatime,journal,none,cfq,500sas,394.33
File,ext3,2048,none,none,none,journal,none,noop,sata,394.33
File,ext3,1024,1024,8,noatime,none,none,noop,sata,394.67
File,ext3,4096,256,4,noatime,ordered,none,noop,sata,394.67
File,ext3,4096,none,2,none,ordered,none,cfq,sata,395.0
File,ext3,4096,128,4,none,ordered,none,deadline,sata,395.33
File,ext3,4096,none,2,noatime,ordered,none,noop,sata,395.33
File,ext3,2048,none,2,none,none,none,cfq,sata,395.33
File,ext3,1024,256,4,noatime,ordered,none,deadline,sata,395.5
File,ext3,2048,1024,8,none,none,none,noop,sata,395.67
File,ext3,1024,1024,2,none,ordered,none,noop,500sas,395.67
File,ext3,1024,none,4,noatime,ordered,none,deadline,sata,395.75
File,ext3,4096,128,4,noatime,ordered,none,noop,sata,396.0
File,ext3,1024,none,none,noatime,ordered,none,cfq,sata,396.5
File,ext3,1024,512,2,none,writeback,none,deadline,sata,397.0
File,ext3,1024,128,2,noatime,journal,none,deadline,500sas,397.0
File,ext3,4096,1024,8,noatime,none,none,noop,sata,397.33
File,ext3,4096,none,4,none,none,none,deadline,sata,398.33
File,ext3,2048,128,16,noatime,journal,none,cfq,sata,398.33
File,ext3,2048,1024,8,noatime,none,none,noop,sata,398.67
File,ext3,1024,1024,8,none,none,none,cfq,sata,398.67
File,ext3,4096,4096,16,noatime,none,none,noop,sata,398.67
File,ext3,1024,128,none,none,none,none,deadline,sata,398.89
File,ext3,4096,1024,8,none,ordered,none,noop,sata,399.0
File,ext3,4096,128,2,noatime,none,none,cfq,sata,399.0
File,ext3,1024,512,8,noatime,none,none,cfq,sata,399.0
File,ext3,1024,1024,2,noatime,none,none,deadline,500sas,399.0
File,ext3,1024,1024,2,none,ordered,none,deadline,500sas,399.33
File,ext3,2048,1024,2,none,none,none,deadline,sata,399.33
File,ext3,2048,128,8,noatime,journal,none,noop,sata,399.67
File,ext3,4096,none,4,noatime,none,none,deadline,sata,399.67
File,ext3,4096,none,2,none,none,none,cfq,sata,399.67
File,ext3,1024,128,2,noatime,journal,none,noop,500sas,399.75
File,ext3,1024,256,2,none,none,none,noop,500sas,400.33
File,ext3,1024,512,8,none,none,none,deadline,sata,400.5
File,ext3,1024,none,2,none,journal,none,cfq,500sas,401.0
File,ext3,4096,2048,16,noatime,ordered,none,noop,sata,401.0
File,ext3,2048,none,2,none,none,none,deadline,sata,401.67
File,ext3,1024,512,8,none,ordered,none,deadline,sata,401.67
File,ext3,1024,1024,4,none,journal,none,cfq,500sas,401.67
File,ext3,1024,256,none,none,ordered,none,deadline,sata,402.0
File,ext3,4096,512,8,noatime,ordered,none,deadline,sata,402.0
File,ext3,1024,512,4,none,journal,none,deadline,500sas,402.0
File,ext3,4096,4096,16,none,ordered,none,noop,sata,402.33
File,ext3,4096,128,2,noatime,ordered,none,cfq,sata,402.33
File,ext3,2048,2048,8,none,ordered,none,deadline,sata,402.67
File,ext3,2048,1024,8,noatime,none,none,deadline,sata,403.0
File,ext3,2048,1024,16,noatime,none,none,noop,sata,403.0
File,ext3,2048,128,2,none,ordered,none,noop,sata,403.0
File,ext3,1024,512,4,noatime,journal,none,noop,500sas,403.0
File,ext3,1024,512,2,none,ordered,none,deadline,500sas,403.12
File,ext3,4096,4096,8,none,none,none,cfq,sata,403.33
File,ext3,2048,512,2,noatime,ordered,none,deadline,sata,403.67
File,ext3,1024,128,4,none,ordered,none,cfq,sata,403.75
File,ext3,4096,none,2,noatime,none,none,cfq,sata,404.0
File,ext3,1024,1024,8,none,none,none,deadline,sata,404.0
File,ext3,4096,1024,4,none,ordered,none,cfq,sata,404.0
File,ext3,2048,2048,4,noatime,ordered,none,deadline,sata,404.33
File,ext3,4096,128,2,none,none,none,cfq,sata,404.33
File,ext3,4096,128,4,noatime,ordered,none,deadline,sata,404.33
File,ext3,4096,4096,4,noatime,ordered,none,cfq,sata,404.67
File,ext3,4096,4096,16,none,none,none,noop,sata,404.67
File,ext3,2048,512,2,none,none,none,deadline,sata,405.0
File,ext3,1024,none,none,noatime,none,none,noop,sata,405.25
File,ext3,1024,128,none,none,none,none,noop,sata,405.25
File,ext3,4096,1024,4,noatime,none,none,cfq,sata,405.33
File,ext3,4096,256,2,none,ordered,none,deadline,sata,405.38
File,ext3,4096,256,2,noatime,ordered,none,noop,sata,405.67
File,ext3,1024,128,8,noatime,none,none,deadline,sata,405.75
File,ext3,2048,256,none,none,journal,none,deadline,sata,406.0
File,ext3,1024,256,2,noatime,journal,none,cfq,500sas,406.0
File,ext3,1024,1024,none,none,none,none,noop,sata,406.33
File,ext3,1024,512,4,none,journal,none,noop,500sas,406.67
File,ext3,4096,128,2,none,ordered,none,cfq,sata,406.67
File,ext3,2048,2048,2,none,journal,none,noop,500sas,406.67
File,ext3,1024,512,none,none,ordered,none,cfq,sata,406.67
File,ext3,4096,4096,16,none,ordered,none,deadline,sata,407.0
File,ext3,1024,512,2,noatime,none,none,noop,500sas,407.0
File,ext3,2048,256,4,noatime,none,none,noop,sata,407.0
File,ext3,1024,128,4,none,journal,none,deadline,500sas,407.5
File,ext3,2048,1024,16,noatime,ordered,none,deadline,sata,407.67
File,ext3,2048,none,4,noatime,ordered,none,deadline,sata,407.67
File,ext3,4096,512,8,none,none,none,noop,sata,407.67
File,ext3,1024,512,none,noatime,ordered,none,deadline,sata,408.0
File,ext3,1024,1024,4,none,ordered,none,deadline,500sas,408.0
File,ext2,2048,2048,2,noatime,none,none,deadline,sata,408.0
File,ext2,2048,1024,4,none,none,none,noop,sata,408.25
File,ext3,1024,1024,8,noatime,journal,none,cfq,500sas,408.33
File,ext3,1024,1024,8,none,none,none,noop,sata,408.33
File,ext3,1024,1024,4,noatime,none,none,deadline,500sas,408.33
File,ext3,1024,256,4,none,journal,none,deadline,500sas,408.33
File,ext3,1024,256,4,none,none,none,deadline,sata,408.67
File,ext3,4096,4096,none,noatime,ordered,none,noop,sata,408.67
File,ext2,1024,128,2,none,none,none,noop,sata,408.75
File,ext3,4096,128,4,noatime,none,none,deadline,sata,409.0
File,ext3,4096,none,2,noatime,ordered,none,deadline,sata,409.33
File,ext3,2048,2048,2,noatime,journal,none,noop,500sas,409.67
File,ext3,1024,512,2,noatime,ordered,none,noop,500sas,409.67
File,ext3,1024,1024,none,noatime,none,none,noop,sata,409.67
File,ext3,1024,128,none,none,ordered,none,noop,sata,409.78
File,ext3,4096,1024,8,noatime,none,none,deadline,sata,410.0
File,ext3,4096,2048,4,none,ordered,none,cfq,sata,410.0
File,ext3,4096,256,4,none,none,none,deadline,sata,410.0
File,ext3,4096,256,2,none,none,none,cfq,sata,410.0
File,ext3,1024,128,2,none,journal,none,cfq,500sas,410.0
File,ext3,1024,1024,none,none,none,none,deadline,sata,410.33
File,ext3,4096,none,4,noatime,ordered,none,noop,sata,410.33
File,ext3,2048,1024,8,noatime,ordered,none,noop,sata,410.67
File,ext3,4096,256,4,none,none,none,noop,sata,410.67
File,ext3,2048,256,2,none,none,none,cfq,sata,410.67
File,ext3,2048,2048,8,none,none,none,deadline,sata,410.67
File,ext3,1024,none,4,noatime,journal,none,deadline,500sas,410.75
File,ext3,2048,none,2,noatime,ordered,none,noop,sata,411.0
File,ext3,4096,4096,8,none,ordered,none,cfq,sata,411.0
File,ext3,4096,512,8,none,ordered,none,cfq,sata,411.0
File,ext3,1024,512,none,noatime,none,none,deadline,sata,411.0
File,ext2,1024,none,2,noatime,none,none,noop,sata,411.25
File,ext3,2048,128,2,none,none,none,noop,sata,411.33
File,ext3,1024,1024,8,none,ordered,none,cfq,sata,411.33
File,ext3,4096,none,4,noatime,ordered,none,deadline,sata,411.67
File,ext3,1024,256,8,none,ordered,none,cfq,sata,411.67
File,ext3,2048,none,16,noatime,journal,none,deadline,sata,411.67
File,ext3,2048,128,2,noatime,ordered,none,noop,sata,411.67
File,ext3,1024,none,2,noatime,none,none,deadline,500sas,411.75
File,ext3,2048,256,4,noatime,none,none,deadline,sata,412.0
File,ext3,4096,512,8,none,ordered,none,deadline,sata,412.0
File,ext3,1024,512,2,noatime,none,none,deadline,500sas,412.33
File,ext3,1024,128,none,none,ordered,none,deadline,sata,412.5
File,ext3,2048,2048,4,noatime,none,none,deadline,sata,412.67
File,ext3,4096,256,4,noatime,ordered,none,cfq,sata,413.0
File,ext3,4096,128,4,noatime,none,none,noop,sata,413.33
File,ext3,2048,2048,4,none,ordered,none,cfq,sata,413.33
File,ext3,2048,1024,16,none,none,none,noop,sata,413.67
File,ext3,4096,4096,32,none,none,none,deadline,sata,414.0
File,ext3,4096,128,2,none,none,none,noop,sata,414.0
File,ext3,1024,1024,2,none,ordered,none,cfq,500sas,414.0
File,ext3,1024,256,none,none,ordered,none,cfq,sata,414.25
File,ext3,4096,2048,8,none,none,none,cfq,sata,414.33
File,ext3,4096,512,4,noatime,none,none,noop,sata,414.33
File,ext3,1024,128,none,noatime,ordered,none,noop,sata,414.5
File,ext3,4096,1024,8,noatime,ordered,none,noop,sata,414.67
File,ext3,4096,256,8,none,ordered,none,deadline,sata,414.67
File,ext3,1024,512,none,noatime,none,none,noop,sata,414.67
File,ext3,1024,1024,none,noatime,none,none,deadline,sata,414.67
File,ext3,4096,none,8,none,ordered,none,deadline,sata,415.0
File,ext3,1024,256,2,none,ordered,none,noop,500sas,415.0
File,ext3,2048,1024,2,none,journal,none,deadline,500sas,415.0
File,ext3,2048,256,2,noatime,none,none,cfq,sata,415.0
File,ext3,1024,none,4,none,ordered,none,deadline,sata,415.0
File,ext3,2048,1024,8,none,journal,none,deadline,500sas,415.0
File,ext3,2048,1024,16,none,ordered,none,noop,sata,415.33
File,ext3,4096,none,4,none,ordered,none,deadline,sata,415.33
File,ext3,2048,1024,none,noatime,ordered,none,cfq,sata,415.33
File,ext3,4096,1024,8,none,none,none,deadline,sata,415.33
File,ext3,4096,128,8,none,ordered,none,deadline,sata,415.33
File,ext3,2048,1024,16,noatime,ordered,none,cfq,sata,415.33
File,ext3,2048,512,2,none,none,none,noop,sata,415.67
File,ext3,1024,512,none,noatime,ordered,none,cfq,sata,415.67
File,ext3,4096,512,4,noatime,ordered,none,deadline,sata,415.67
File,ext3,1024,128,2,none,ordered,none,noop,500sas,415.75
File,ext3,4096,256,2,none,none,none,noop,sata,416.0
File,ext3,1024,512,none,noatime,none,none,cfq,sata,416.0
File,ext3,4096,1024,8,noatime,ordered,none,deadline,sata,416.0
File,ext3,1024,1024,none,noatime,ordered,none,cfq,sata,416.33
File,ext3,4096,256,8,noatime,none,none,noop,sata,416.33
File,ext3,1024,512,2,none,ordered,none,noop,500sas,416.33
File,ext3,1024,1024,none,none,ordered,none,noop,sata,416.33
File,ext3,4096,256,8,none,ordered,none,cfq,sata,416.67
File,ext3,1024,512,none,none,none,none,cfq,sata,416.67
File,ext3,1024,512,4,noatime,journal,none,deadline,500sas,417.0
File,ext3,2048,1024,8,none,none,none,deadline,sata,417.33
File,ext3,4096,4096,16,noatime,ordered,none,noop,sata,417.33
File,ext3,1024,256,none,noatime,none,none,cfq,sata,417.33
File,ext3,2048,none,2,noatime,none,none,cfq,sata,417.33
File,ext3,2048,2048,8,noatime,ordered,none,noop,sata,417.33
File,ext3,1024,none,8,none,none,none,cfq,sata,417.44
File,ext3,2048,none,4,none,none,none,deadline,sata,417.67
File,ext3,1024,1024,8,noatime,ordered,none,cfq,sata,417.67
File,ext3,4096,2048,16,none,ordered,none,noop,sata,418.0
File,ext3,2048,1024,none,noatime,none,none,deadline,sata,418.0
File,ext3,2048,128,2,noatime,none,none,noop,sata,418.33
File,ext3,4096,512,8,noatime,none,none,noop,sata,418.67
File,ext3,1024,128,4,noatime,journal,none,deadline,500sas,419.25
File,ext3,2048,1024,16,none,ordered,none,deadline,sata,419.33
File,ext3,1024,512,2,noatime,ordered,none,deadline,500sas,419.67
File,ext3,4096,4096,2,noatime,writeback,none,noop,sata,419.67
File,ext3,1024,1024,4,none,none,none,noop,500sas,419.67
File,ext3,1024,256,2,noatime,ordered,none,noop,500sas,419.67
File,ext3,4096,4096,32,none,none,none,noop,sata,420.0
File,ext3,2048,2048,8,none,ordered,none,cfq,sata,420.0
File,ext3,4096,4096,32,none,ordered,none,deadline,sata,420.0
File,ext3,4096,4096,8,noatime,ordered,none,cfq,sata,420.0
File,ext3,4096,4096,16,none,none,none,cfq,sata,420.0
File,ext3,2048,1024,16,none,none,none,cfq,sata,420.33
File,ext3,4096,512,4,noatime,none,none,deadline,sata,421.0
File,ext3,2048,1024,4,none,journal,none,deadline,500sas,421.25
File,ext3,1024,1024,2,noatime,none,none,noop,500sas,421.33
File,ext3,2048,256,2,none,ordered,none,cfq,sata,421.67
File,ext3,2048,256,4,noatime,ordered,none,noop,sata,421.67
File,ext3,4096,256,8,noatime,none,none,cfq,sata,421.67
File,ext3,1024,512,2,none,ordered,none,cfq,500sas,421.67
File,ext3,4096,512,8,none,none,none,deadline,sata,422.33
File,ext3,4096,512,8,noatime,ordered,none,noop,sata,422.33
File,ext3,4096,128,8,noatime,ordered,none,deadline,sata,422.33
File,ext3,1024,1024,none,none,none,none,cfq,sata,422.67
File,ext2,2048,none,2,noatime,none,none,deadline,sata,422.67
File,ext3,4096,128,8,none,ordered,none,noop,sata,423.0
File,ext3,1024,1024,none,noatime,journal,none,deadline,500sas,423.0
File,ext3,4096,256,8,none,none,none,noop,sata,423.0
File,ext3,2048,1024,2,none,journal,none,noop,500sas,423.33
File,ext3,2048,1024,none,none,ordered,none,cfq,sata,423.33
File,ext3,1024,none,4,none,journal,none,noop,500sas,423.5
File,ext3,1024,1024,none,noatime,journal,none,noop,500sas,423.67
File,ext3,1024,256,4,none,journal,none,cfq,500sas,424.0
File,ext3,4096,128,4,noatime,ordered,none,cfq,sata,424.0
File,ext3,2048,2048,none,none,none,none,cfq,sata,424.33
File,ext3,2048,256,4,noatime,ordered,none,deadline,sata,424.33
File,ext3,1024,1024,none,noatime,none,none,cfq,sata,424.33
File,ext3,4096,4096,8,noatime,none,none,cfq,sata,424.67
File,ext3,2048,1024,none,noatime,none,none,noop,sata,424.67
File,ext3,4096,2048,8,noatime,ordered,none,cfq,sata,425.0
File,ext3,1024,1024,none,none,journal,none,deadline,500sas,425.0
File,ext3,1024,1024,8,noatime,none,none,cfq,sata,425.0
File,ext3,2048,2048,8,noatime,none,none,deadline,sata,425.33
File,ext3,4096,4096,32,noatime,ordered,none,deadline,sata,425.33
File,ext3,2048,1024,4,noatime,journal,none,deadline,500sas,425.62
File,ext3,4096,512,8,noatime,none,none,deadline,sata,425.67
File,ext3,4096,2048,16,noatime,none,none,deadline,sata,425.67
File,ext3,4096,4096,none,none,ordered,none,deadline,sata,426.0
File,ext3,1024,512,8,none,ordered,none,cfq,sata,426.0
File,ext3,2048,1024,8,noatime,none,none,cfq,sata,426.25
File,ext3,2048,1024,16,none,none,none,deadline,sata,426.33
File,ext3,2048,1024,8,none,journal,none,cfq,500sas,426.33
File,ext3,2048,1024,2,noatime,journal,none,deadline,500sas,426.33
File,ext3,2048,2048,8,none,ordered,none,noop,sata,426.67
File,ext3,1024,512,8,noatime,ordered,none,cfq,sata,426.67
File,ext3,2048,2048,8,noatime,ordered,none,deadline,sata,426.67
File,ext3,2048,2048,4,none,journal,none,noop,500sas,427.33
File,ext3,2048,128,4,none,ordered,none,noop,sata,427.67
File,ext3,4096,256,8,none,none,none,cfq,sata,427.67
File,ext3,4096,256,8,noatime,ordered,none,deadline,sata,427.67
File,ext3,1024,none,2,none,ordered,none,noop,500sas,427.75
File,ext3,1024,none,2,none,none,none,deadline,500sas,427.75
File,ext3,2048,512,8,none,ordered,none,noop,sata,428.0
File,ext3,4096,512,8,none,ordered,none,noop,sata,428.0
File,ext3,1024,none,2,noatime,none,none,noop,500sas,428.0
File,ext3,4096,256,8,none,none,none,deadline,sata,428.67
File,ext3,1024,128,2,noatime,none,none,noop,500sas,428.75
File,ext3,1024,128,none,noatime,none,none,deadline,sata,429.11
File,ext3,1024,1024,none,none,ordered,none,cfq,sata,429.33
File,ext3,1024,none,8,none,ordered,none,cfq,sata,429.67
File,ext3,4096,128,8,noatime,ordered,none,noop,sata,429.67
File,ext3,1024,1024,none,none,ordered,none,deadline,sata,429.67
File,ext3,1024,none,2,none,none,none,noop,500sas,430.25
File,ext3,1024,512,4,none,writeback,none,deadline,sata,430.33
File,ext3,2048,1024,4,noatime,ordered,none,cfq,sata,430.33
File,ext3,4096,4096,none,none,none,none,deadline,sata,430.33
File,ext3,1024,1024,2,noatime,ordered,none,cfq,500sas,430.33
File,ext3,2048,512,2,none,none,none,cfq,sata,430.67
File,ext3,2048,2048,none,none,ordered,none,deadline,sata,430.67
File,ext3,2048,256,4,none,ordered,none,noop,sata,431.0
File,ext3,1024,128,8,noatime,none,none,noop,sata,431.25
File,ext3,2048,1024,4,none,journal,none,noop,500sas,431.33
File,ext3,4096,4096,none,none,ordered,none,noop,sata,431.33
File,ext3,2048,256,none,noatime,none,none,noop,sata,431.33
File,ext3,4096,none,8,none,none,none,cfq,sata,431.33
File,ext3,2048,none,8,noatime,none,none,noop,sata,431.67
File,ext3,4096,none,4,noatime,none,none,noop,sata,432.0
File,ext2,2048,2048,2,noatime,none,none,noop,sata,432.0
File,ext3,4096,256,4,none,ordered,none,noop,sata,432.38
File,ext3,4096,none,8,noatime,none,none,noop,sata,432.67
File,ext3,2048,2048,none,noatime,none,none,deadline,sata,432.67
File,ext3,1024,1024,4,noatime,none,none,noop,500sas,432.67
File,ext3,1024,128,2,noatime,ordered,none,deadline,500sas,432.75
File,ext3,1024,none,4,noatime,journal,none,cfq,500sas,432.75
File,ext3,2048,none,16,none,none,none,deadline,sata,433.0
File,ext3,1024,none,4,none,journal,none,deadline,500sas,433.25
File,ext3,1024,256,4,noatime,journal,none,cfq,500sas,433.33
File,ext3,4096,256,4,noatime,none,none,noop,sata,433.67
File,ext3,4096,128,8,noatime,none,none,deadline,sata,433.67
File,ext3,4096,4096,none,noatime,none,none,deadline,sata,433.67
File,ext3,2048,none,16,none,none,none,noop,sata,433.67
File,ext3,4096,512,8,noatime,none,none,cfq,sata,434.0
File,ext3,2048,1024,4,noatime,ordered,none,noop,sata,434.0
File,ext3,2048,128,2,noatime,none,none,cfq,sata,434.0
File,ext3,2048,256,16,noatime,none,none,noop,sata,434.33
File,ext3,2048,2048,none,none,ordered,none,cfq,sata,434.33
File,ext3,1024,128,4,noatime,journal,none,noop,500sas,434.5
File,ext3,4096,none,4,noatime,ordered,none,cfq,sata,434.67
File,ext3,2048,256,none,noatime,none,none,deadline,sata,435.0
File,ext3,2048,128,8,none,none,none,noop,sata,435.0
File,ext3,1024,256,none,noatime,ordered,none,cfq,sata,435.0
File,ext3,4096,128,4,none,ordered,none,noop,sata,435.25
File,ext3,1024,256,4,noatime,journal,none,deadline,500sas,435.33
File,ext3,1024,256,8,noatime,none,none,cfq,sata,435.33
File,ext3,2048,512,4,noatime,none,none,deadline,sata,435.33
File,ext3,1024,512,4,noatime,journal,none,cfq,500sas,435.33
File,ext3,4096,128,8,none,none,none,deadline,sata,435.67
File,ext3,2048,128,4,noatime,none,none,deadline,sata,435.67
File,ext3,2048,2048,8,noatime,none,none,noop,sata,435.67
File,ext3,1024,256,8,noatime,ordered,none,cfq,sata,436.0
File,ext3,1024,128,4,none,journal,none,cfq,500sas,436.0
File,ext3,2048,1024,none,none,journal,none,deadline,500sas,436.33
File,ext3,4096,4096,16,noatime,none,none,cfq,sata,436.33
File,ext3,1024,256,2,none,none,none,deadline,500sas,436.33
File,ext3,1024,1024,8,none,journal,none,cfq,500sas,436.33
File,ext3,1024,128,4,none,none,none,noop,sata,436.5
File,ext3,1024,256,2,noatime,none,none,noop,500sas,436.67
File,ext3,2048,2048,16,none,ordered,none,noop,sata,436.67
File,ext3,4096,512,4,noatime,none,none,cfq,sata,436.67
File,ext3,1024,none,none,none,none,none,cfq,sata,437.0
File,ext3,1024,512,2,none,none,none,noop,500sas,437.0
File,ext3,4096,none,8,none,ordered,none,cfq,sata,437.0
File,ext3,4096,none,4,none,ordered,none,cfq,sata,437.33
File,ext3,2048,512,8,noatime,none,none,noop,sata,437.33
File,ext3,2048,none,8,noatime,ordered,none,noop,sata,437.33
File,ext3,4096,256,4,none,none,none,cfq,sata,437.33
File,ext3,2048,2048,4,noatime,none,none,cfq,sata,437.33
File,ext3,1024,128,8,none,none,none,cfq,sata,437.5
File,ext3,4096,2048,8,noatime,none,none,cfq,sata,437.67
File,ext3,4096,256,16,none,ordered,none,cfq,sata,437.67
File,ext3,2048,256,4,none,none,none,deadline,sata,437.88
File,ext3,4096,128,4,none,ordered,none,cfq,sata,438.0
File,ext3,1024,none,8,none,ordered,none,noop,sata,438.22
File,ext3,2048,1024,none,noatime,ordered,none,noop,sata,438.33
File,ext3,2048,2048,none,noatime,ordered,none,deadline,sata,438.33
File,ext3,4096,4096,16,none,ordered,none,cfq,sata,438.33
File,ext3,4096,512,4,noatime,ordered,none,noop,sata,438.33
File,ext3,2048,none,8,none,ordered,none,noop,sata,438.33
